adress,area,floor,price,rooms,floors_total,year,latitude,longitude
"Россия, Самара, Московское шоссе, 155, подъезд 4",52.9,9/9,3350000,2,9.0,1974.0,53.245297,50.216705
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Весенняя улица, 12",36.0,1/5,1600000,1,5.0,2014.0,53.115827,50.15729
"Россия, Самара, Волжское шоссе, 119",66.5,8/10,5550000,2,14.0,2011.0,53.276495,50.263058
"Россия, Самара, Ново-Вокзальная улица, 146",85.0,3/9,5300000,4,9,1976,53.241465,50.211342
"Россия, Самара, поселок Прибрежный, улица Труда, 3, подъезд 1",42.7,2/3,1300000,2,3.0,1961.0,53.484229,49.851405
"Россия, Самара, Осетинская улица, 4",35.0,13/16,1950000,1,17.0,2014.0,53.154827,50.075966
"Россия, Самара, Мирная улица, 157",45.0,1/5,2700000,2,5.0,1967.0,53.2364,50.244247
"Россия, Самара, Революционная улица, 77",50.0,7/10,3500000,2,11,1,53.213693,50.167109
"Россия, Самара, проспект Карла Маркса, 13",81.0,1/9,4900000,4,10.0,1988.0,53.190737,50.13724
"Россия, Самара, улица Братьев Коростелёвых, 140",81.8,8/9,7100000,2,9.0,1995.0,53.193386,50.113057
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, бульвар Ивана Финютина, 67",29.0,3/3,1447000,1,3.0,2014.0,53.32568,50.317783
"Россия, Самара, улица Железной Дивизии, 7",22.6,9/9,1300000,1,9,1976,53.210091,50.279111
"Россия, Самара, улица Стара Загора, 100А",80.0,2/9,5990000,3,9,1978,53.237731,50.223559
"Россия, Самара, Промышленный район, 7-я просека 6-й проезд, 56",49.9,4/4,3993200,1,5,2017,53.259811,50.189423
"Россия, Самара, улица Стара Загора, 200",74.0,11/12,3500000,3,12.0,1985.0,53.251746,50.245074
"Россия, Самара, улица Железной Дивизии, 5",21.0,3/9,1230000,1,9.0,1975.0,53.209745,50.278293
"Россия, Самарская область, Красноярский район, поселок городского типа Новосемейкино, улица Мира, 16А",46.0,3/3,2300000,2,3.0,2013.0,53.37323,50.372571
"Россия, Самара, Ново-Садовая улица, 201",48.7,6/25,3100000,1,,,53.221651,50.168429
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, улица Евгения Золотухина, 15",30.0,2/3,1450000,1,3.0,2012.0,53.315574,50.30951
"Россия, Самара, улица Карбышева, 69А",50.0,15/16,3450000,2,16,2010,53.209427,50.206724
"Россия, Самара, посёлок Соцгород, Пугачевский тракт, 19",30.0,5/5,1150000,1,5.0,1969.0,53.120421,50.087752
"Россия, Самара, улица Лукачева, 42",47.0,1/5,2500000,2,5,1974,53.214006,50.172139
"Россия, Самара, Краснодонская улица, 10",44.5,11/27,2245020,1,,,53.215769,50.261701
"Россия, Самара, Демократическая улица, 2Б",66.0,16/20,6000000,2,20.0,2007.0,53.261437,50.213641
"Россия, Самара, Галактионовская улица, 43",56.2,3/7,4000000,2,,1.0,53.187359,50.099978
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Подстепновская улица, 20",38.0,1/9,1700000,1,12.0,1968.0,53.110946,50.144606
"Россия, Самара, Осетинская улица, 4",36.0,8/16,1950000,1,17.0,2014.0,53.154827,50.075966
"Россия, Самара, Красноглинский район, посёлок Красная Глинка, 5-й квартал, 5",38.0,3/10,1900000,1,5,1974,53.373756,50.186476
"Россия, Самара, улица Георгия Димитрова, 42",24.0,2/5,1250000,1,5,1969,53.25229,50.234698
"Россия, Самара, Пензенская улица, 45",70.0,10/10,5100000,3,10.0,1991.0,53.188384,50.139342
"Россия, Самара, Вольская улица, 87",87.0,10/18,7000000,3,17.0,2009.0,53.219921,50.245577
"Россия, Самара, посёлок Мехзавод, 1-й квартал, 35",47.0,5/10,2550000,1,None,None,53.309537,50.286827
"Россия, Самара, Казачья улица, 7",58.0,1/2,1650000,3,1.0,1961.0,53.157478,50.087994
"Россия, Самара, улица Победы, 7Ак2",22.0,5/5,1300000,1,5.0,1962.0,53.203964,50.231572
"Россия, Самара, улица Аэропорт 2, 2",50.0,2/5,2350000,2,5,1981,53.251644,50.37682
"Россия, Самара, улица Алексея Толстого, 72",140.5,4/9,14700000,3,12.0,2008.0,53.185206,50.081499
"Россия, Самара, проспект Ленина, 16, подъезд 5",72.0,4/9,6700000,3,9,1974,53.211142,50.140626
"Россия, Самара, Партизанская улица, 66А",57.0,3/8,2400000,2,8.0,1977.0,53.195214,50.163381
"Россия, Самара, проспект Карла Маркса, 4Б",39.0,17/24,2999000,1,25.0,2017.0,53.192107,50.134069
"Россия, Самара, Аэродромная улица, 99А",41.0,2/6,3100000,1,5,1964,53.190731,50.202619
"Россия, Самара, Революционная улица, 3",57.0,4/22,4100000,1,22.0,2008.0,53.216826,50.162761
"Россия, Самара, Аэродромная улица, 116",43.0,1/5,2620000,2,5.0,1965.0,53.194848,50.209428
"Россия, Самарская область, Волжский район, село Рождествено, Ново-Садовая улица",58.5,8/16,3180000,1,None,1,53.235095,50.054667
"Россия, Самара, улица Степана Разина, 150",169.0,11/12,12300000,4,2.0,1.0,53.191643,50.088794
"Россия, Самара, улица Калинина, 34",93.0,6/18,5300000,3,19,1,53.222239,50.244723
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Николаевский проспект, 56",31.0,3/9,1800000,1,10.0,2017.0,53.110368,50.139333
"Россия, Самара, посёлок Мехзавод, 16-й квартал, 3",64.8,7/9,3200000,3,,,53.300793,50.275347
"Россия, Самара, Вилоновская улица, 20",150.0,2/5,19500000,4,5,1962,53.19789,50.103095
"Россия, Самара, Пугачёвская улица, 34",44.0,1/5,2100000,2,5,1969,53.229549,50.273191
"Россия, Самара, Красноглинский район, посёлок Красная Глинка, 4-й квартал, 9",36.6,9/10,1550000,1,None,None,53.391454,50.168519
"Россия, Самара, Вольская улица, 50",42.0,3/5,2100000,2,4.0,1962.0,53.215887,50.23442
"Россия, Самара, посёлок Мехзавод, 1-й квартал, 40",41.0,3/10,2200000,1,11.0,2017.0,53.307208,50.289235
"Россия, Самара, Железнодорожный район, микрорайон Речной",57.7,5/5,3950000,3,5.0,1955.0,53.182195,50.152646
"Россия, Самара, Красноглинский район, посёлок Управленческий, Красноглинское шоссе",55.0,8/10,2500000,2,,,53.351999,50.2141
"Россия, Самара, Молодогвардейская улица, 225",56.3,2/9,4450000,2,9.0,1975.0,53.209158,50.126658
"Россия, Самара, посёлок Сухая Самарка, Белорусская улица, 135",44.6,1/10,1950000,1,10,2011,53.142049,50.040294
"Россия, Самара, поселок Прибрежный, улица Никонова, 1",33.0,6/9,760000,1,9,1977,53.486775,49.854953
"Россия, Самара, Красноглинский район, посёлок Управленческий, Красногвардейская улица, 6",63.0,5/9,3300000,3,9.0,1985.0,53.349843,50.211
"Россия, Самара, Рабочая улица, 43",85.0,5/10,8500000,2,None,1917,53.192798,50.112114
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, улица Евгения Золотухина, 6",29.8,1/3,1350000,1,3.0,2012.0,53.316187,50.306698
"Россия, Самара, улица Георгия Димитрова, 99",49.3,9/12,2890000,2,12.0,1981.0,53.259994,50.22708
"Россия, Самара, Арцыбушевская улица, 3А",53.0,7/11,4300000,2,10.0,1991.0,53.185368,50.109715
"Россия, Самара, Партизанская улица, 58",34.0,1/9,1650000,1,9.0,1978.0,53.195565,50.161162
"Россия, Самара, Ставропольская улица, 163",63.0,3/5,3270000,3,5,1972,53.232729,50.256788
"Россия, Самара, посёлок Мехзавод, 14-й квартал, 4",46.0,3/5,2000000,2,5,1966,53.30166,50.270217
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, улица Лета, 8",32.0,5/5,1700000,1,5,2014,53.116984,50.160731
"Россия, Самара, Краснодонская улица, 68",44.0,8/9,2500000,2,9.0,1979.0,53.227296,50.248316
"Россия, Самара, Ташкентская улица, 218",56.0,5/12,3350000,2,9.0,1981.0,53.264831,50.231186
"Россия, Самарская область, Волжский район, село Рождествено, Ново-Садовая улица",59.7,2/17,4250000,1,17.0,2006.0,53.235095,50.054667
"Россия, Самара, Ново-Вокзальная улица, 15",88.0,10/16,5600000,3,17.0,2010.0,53.216303,50.244687
"Россия, Самара, проспект Кирова, 236",58.0,3/5,2850000,3,5.0,1969.0,53.244699,50.22558
"Россия, Самара, Самарская улица, 52",40.0,1/4,2690000,2,4,1941,53.187926,50.101631
"Россия, Самара, улица Осипенко, 34",57.7,9/9,4400000,3,9.0,1974.0,53.207017,50.139396
"Россия, Самара, Московское шоссе, 51",48.0,6/17,2800000,1,16,2013,53.223711,50.192244
"Россия, Самара, улица Алексея Толстого, 100",110.0,8/9,7500000,2,None,1,53.188141,50.083682
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Николаевский проспект, 16",33.0,2/5,1950000,1,5.0,2014.0,53.116789,50.156131
"Россия, Самара, Балаковская улица, 6",35.0,3/5,1750000,1,5.0,1981.0,53.185805,50.193897
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, улица Евгения Золотухина, 36",34.6,2/3,1550000,1,3.0,2012.0,53.318624,50.312303
"Россия, Самара, Красноармейская улица, 153",70.9,10/12,6150000,2,12.0,2007.0,53.188417,50.131616
"Россия, Самара, Самарская улица, 91",73.0,2/2,1950000,5,1,1888,53.188476,50.102619
"Россия, Самара, поселок 113-й километр, Липяговская улица, 9",53.0,6/10,1300000,2,9.0,1990.0,53.104643,50.031643
"Россия, Самара, проспект Кирова, 399",33.5,5/9,2350000,1,9,1971,53.251779,50.227592
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Подстепновская улица, 22",53.0,9/9,3700000,2,10.0,2017.0,53.11039,50.143842
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, бульвар Маршала Василевского, 9",38.0,1/3,1550000,1,3.0,2014.0,53.311302,50.311387
