adress,area,floor,?,price,rooms,floors_total,year,latitude,longitude
"Россия, Санкт-Петербург, Малая Зеленина улица, 1/22",127.7,4/10,649,27999000,4,10,2016,59.962435,30.282657
"Россия, Санкт-Петербург, Бассейная улица, 79",44.3,3/5,1700,4890000,2,5,1963,59.863545,30.345135
"Россия, Санкт-Петербург, проспект Ветеранов, 151к1",65.8,7/9,6283,6000000,3,,,59.83584,30.132468
"Россия, Санкт-Петербург, Петергоф, улица Аврова, 26к1",71.4,2/3,5725,11100000,2,4,2004,59.870637,29.92096
"Россия, Санкт-Петербург, Смольный проспект, 17",177.5,8/8,2935,36265000,4,10,2017,59.944292,30.39651
"Россия, Санкт-Петербург, проспект Просвещения, 15",43.6,4/25,1589,4975000,2,29,2017,60.053952,30.327196
"Россия, Санкт-Петербург, улица Катерников, 5к1",32.0,12/20,10237,4000000,0,20,2015,59.853356,30.154782
"Россия, Санкт-Петербург, Среднерогатская улица, 11",44.5,8/23,4813,4650000,1,26,2017,59.822711,30.33308
"Россия, Санкт-Петербург, улица Бутлерова, 40",50.4,18/24,1127,8299000,2,24,2009,60.010115,30.404316
"Россия, Санкт-Петербург, проспект Королёва, 63к2",44.0,18/25,2222,6380000,1,25,2011,60.033193,30.244919
"Россия, Санкт-Петербург, улица Мира, 9",120.0,4/6,1805,14000000,3,6,1911,59.959525,30.315913
"Россия, Санкт-Петербург, улица Александра Ульянова, 10",52.0,1/4,3617,5100000,2,4,1952,59.949095,30.419309
"Россия, Санкт-Петербург, улица Коллонтай, 5/1",55.0,4/8,4709,7350000,2,25,2013,59.913144,30.449996
"Россия, Санкт-Петербург, Долгоозёрная улица, 37к2",34.7,5/17,5261,4420000,1,17,2008,60.02133,30.268545
"Россия, Санкт-Петербург, Будапештская улица, 72к3",77.2,2/9,186,7900000,4,9,1976,59.846997,30.391066
"Россия, Санкт-Петербург, Московский проспект, 73к5",64.0,19/19,1479,14200000,2,19,2015,59.904126,30.312437
"Россия, Санкт-Петербург, Большая Монетная улица, 18",40.2,3/7,9465,7600000,2,7,1914,59.962665,30.322093
"Россия, Санкт-Петербург, Учебный переулок, 2",111.4,5/16,5034,12990000,3,16,2003,60.039386,30.333448
"Россия, Санкт-Петербург, улица Ленсовета, 20",107.7,6/7,4908,16900000,4,7,1959,59.853329,30.330304
"Россия, Санкт-Петербург, улица Адмирала Черокова, 22",24.2,9/17,1230,3399000,0,18,2015,59.850405,30.134983
"Россия, Санкт-Петербург, Пулковская улица, 2к1",130.0,15/16,3185,11650000,3,16,2009,59.841844,30.349366
"Россия, Санкт-Петербург, проспект Ветеранов, 171к4",24.1,6/12,8752,3100000,0,13,2017,59.83975,30.111825
"Россия, Санкт-Петербург, Ленинский проспект, 76к1",36.0,2/18,4601,4300000,1,20,2010,59.860184,30.187939
"Россия, Санкт-Петербург, улица Пограничника Гарькавого, 28к1, подъезд 2",31.4,4/4,2451,2790000,1,4,1964,59.836988,30.147227
"Россия, Санкт-Петербург, проспект Королёва, 73",44.4,17/19,1908,4290000,1,20,2017,60.036429,30.237373
"Россия, Санкт-Петербург, Пушкинский район, посёлок Шушары, Новгородский проспект, 7к2",36.0,7/25,4532,3850000,1,25,2014,59.809799,30.36426
"Россия, Санкт-Петербург, Лиственная улица, 18к1",71.6,2/9,3428,12000000,2,25,2015,60.028096,30.335784
"Россия, Санкт-Петербург, улица Вадима Шефнера, 10к2",30.0,6/17,496,4650000,1,18,2016,59.938072,30.205232
"Россия, Санкт-Петербург, посёлок Парголово, улица Валерия Гаврилина, 3к2",83.0,8/26,113,7800000,3,27,2012,60.073167,30.332011
"Россия, Санкт-Петербург, проспект Раевского, 14к2",90.0,9/13,2145,13500000,3,13,2005,60.013524,30.361817
"Россия, Ленинградская область, Ломоносовский район, Виллозское городское поселение, посёлок Новогорелово, улица Современников",43.5,5/5,6986,3350000,2,5,1971,59.788302,30.162589
"Россия, Санкт-Петербург, Пушкин, Оранжерейная улица, 51А",42.2,2/5,3523,6100000,1,5,1998,59.724437,30.416533
"Россия, Санкт-Петербург, посёлок Парголово, жилой комплекс Парнас",46.4,4/9,3977,5200000,2,,,60.070828,30.321357
"Россия, Санкт-Петербург, Воронежская улица, 84Б",42.0,2/5,9,6950000,1,5,1902,59.911543,30.346177
"Россия, Санкт-Петербург, улица Оптиков",25.4,2/25,973,3600000,0,25,2009,59.999287,30.2253
"Россия, Санкт-Петербург, Замшина улица, 29к4, подъезд 1",34.3,1/16,6002,3700000,1,,,59.978975,30.410748
"Россия, Санкт-Петербург, Приморский проспект, 43",88.9,2/5,3860,13200000,2,5,2015,59.983779,30.281094
"Россия, Санкт-Петербург, Комендантский проспект, 69",26.4,23/25,6144,3200000,0,27,2017,60.039413,30.224294
"Россия, Санкт-Петербург, посёлок Парголово, Парашютная улица",42.1,13/19,7003,4990000,1,21,2015,60.063464,30.211843
"Россия, Санкт-Петербург, Комендантский проспект, 69",48.2,22/25,2686,6300000,1,27,2017,60.039688,30.22424
"Россия, Санкт-Петербург, проспект Просвещения, 43",54.0,17/25,5635,6250000,2,29,2017,60.046203,30.363084
"Россия, Санкт-Петербург, Пушкинский район, посёлок Шушары, Новгородский проспект, 8",37.4,2/25,3782,3499000,1,26,2016,59.808776,30.368357
"Россия, Санкт-Петербург, Петергоф, Чебышёвская улица, 2/13, подъезд 2",64.0,6/7,4111,5500000,3,9,1978,59.868347,29.856227
"Россия, Санкт-Петербург, проспект Луначарского, 21А",52.9,2/16,5152,5700000,2,16,1988,60.040883,30.341254
"Россия, Санкт-Петербург, улица Софьи Ковалевской, 20к1",36.7,12/14,599,5633000,1,14,2003,60.01785,30.41497
"Россия, Санкт-Петербург, Выборгское шоссе, 15",41.0,20/20,5482,5950000,1,28,2012,60.05295,30.311862
"Россия, Санкт-Петербург, Учительская улица, 6",45.4,2/9,6284,4370000,2,,,60.035198,30.389503
"Россия, Санкт-Петербург, Гаврская улица, 3к1",65.0,1/3,5869,7000000,3,3,1951,60.017297,30.323827
"Россия, Санкт-Петербург, улица Кораблестроителей, 22к1, подъезд 1",67.0,6/9,3061,9000000,3,9,1974,59.944296,30.212409
"Россия, Санкт-Петербург, Автовская улица, 15к3",39.5,3/10,3291,5100000,1,10,2009,59.866775,30.270126
"Россия, Санкт-Петербург, Смольный проспект, 11",109.1,4/5,5727,21990000,2,4,2015,59.944328,30.394812
"Россия, Санкт-Петербург, 1-я Утиная улица, 28",72.2,5/6,2804,9400000,3,8,2008,60.033656,30.299384
"Россия, Санкт-Петербург, проспект Кузнецова, 14к2",40.0,15/20,3736,4590000,1,20,2010,59.860712,30.192583
"Россия, Санкт-Петербург, посёлок Парголово, жилой комплекс Парнас",64.0,2/12,2347,7800000,3,12,1978,60.070828,30.321357
"Россия, Санкт-Петербург, посёлок Парголово, улица Валерия Гаврилина, 15",35.8,3/25,4273,3900000,1,27,2017,60.080394,30.334832
"Россия, Санкт-Петербург, Учительская улица, 6",45.4,2/9,6284,4370000,2,,,60.035198,30.389503
"Россия, Санкт-Петербург, Русановская улица, 19к4",36.0,8/23,1231,4300000,1,23,2015,59.862601,30.513318
"Россия, Санкт-Петербург, улица Брянцева, 7к1, подъезд 1",62.5,10/25,653,9000000,2,25,2008,60.034897,30.404397
"Россия, Санкт-Петербург, Богатырский проспект, 63",92.6,17/17,748,11790000,3,22,2007,60.008698,30.202132
"Россия, Санкт-Петербург, Витебский проспект, 97к1, подъезд 2",50.0,21/25,835,6900000,1,25,2016,59.831657,30.370342
"Россия, Санкт-Петербург, Колпино, Павловская улица, 86",54.0,1/5,2937,3750000,3,5,1969,59.747167,30.566714
"Россия, Санкт-Петербург, улица Декабристов, 19",123.0,2/4,2552,13000000,4,4,1836,59.927815,30.300956
"Россия, Санкт-Петербург, 2-я Жерновская улица, 28",103.3,2/9,1591,12500000,3,9,2009,59.964962,30.49157
"Россия, Санкт-Петербург, Железноводская улица, 32",102.0,11/13,1701,23000000,2,13,2011,59.952078,30.250381
"Россия, Санкт-Петербург, Ленинский проспект, 80к1",87.0,8/22,360,7900000,3,22,2010,59.859659,30.19456
"Россия, Санкт-Петербург, Светлановский проспект, 117",51.0,8/9,5326,4700000,2,9,1971,60.045044,30.404164
"Россия, Санкт-Петербург, улица Генерала Симоняка, 7",61.0,4/9,4404,5200000,3,9,1969,59.830042,30.201342
"Россия, Санкт-Петербург, Шлиссельбургский проспект, 18к1",56.0,8/12,10243,5800000,2,12,1989,59.838001,30.503454
"Россия, Санкт-Петербург, Пушкинский район, Павловск, Детскосельская улица, 7",44.0,1/4,1807,3590000,2,4,1969,59.689223,30.43096
"Россия, Санкт-Петербург, проспект Просвещения, 15",82.0,18/23,5262,8950000,3,29,2017,60.053952,30.327196
"Россия, Санкт-Петербург, проспект Космонавтов, 76",43.8,3/9,3186,5700000,2,,,59.839095,30.361512
"Россия, Санкт-Петербург, набережная Обводного канала, 123",76.9,2/4,1131,8490000,3,,,59.910194,30.323046
"Россия, Санкт-Петербург, Каменноостровский проспект, 9",113.0,4/6,2031,21800000,4,6,1911,59.95839,30.319021
