adress,area,floor,price,rooms,floors_total,year,latitude,longitude,district
"Россия, Самара, Ташкентская улица, 232",40.0,2/9,2900000,1,9,1987,53.265989,50.223927
"Россия, Самара, Гвардейская улица, 21",21.0,3/9,1350000,1,9,1975,53.238582,50.282713
"Россия, Самара, Куйбышевский район, улица Нефтяников, 16",36.0,4/4,1550000,1,4,1957,53.114163,50.080781
"Россия, Самарская область, Волжский район, поселок городского типа Стройкерамика, улица Николая Симонова, 3",24.2,3/3,1300000,0,,,53.298027,50.324269
"Россия, Самара, Съездовская улица, 10",227.8,10/11,9500000,3,10,2006,53.207227,50.184572
"Россия, Самара, улица Промышленности, 293",32.0,3/5,1750000,1,5,1972,53.197237,50.222813
"Россия, Самара, улица Георгия Димитрова, 65",88.0,9/9,3780000,4,9,1972,53.256261,50.234905
"Россия, Самара, Красноармейская улица, 70",67.0,5/12,4850000,2,12,2002,53.189771,50.117369
"Россия, Самара, проспект Кирова, 395",60.0,6/9,3500000,3,9,1971,53.251003,50.22664
"Россия, Самара, Центральная улица, 1",42.1,6/16,2650000,1,3,1963,53.219414,50.190366
"Россия, Самарская область, Волжский район, посёлок городского типа Петра Дубрава, улица Строителей, 17",57.0,2/5,2300000,2,,,53.290691,50.36578
"Россия, Самара, проспект Карла Маркса, 487",63.0,1/9,3100000,3,9,1974,53.247571,50.264738
"Россия, Самарская область, городской округ Жигулёвск, село Зольное, Первомайская улица, 23",47.0,2/2,1200000,2,2,1952,53.444571,49.801
"Россия, Самара, проспект Карла Маркса, 32",48.6,9/16,3900000,0,16,2009,53.19864,50.150975
"Россия, Самара, улица Мориса Тореза, 91",44.0,1/5,2450000,2,5,1963,53.1959,50.19678
"Россия, Самара, улица Карбышева, 63",71.0,2/16,4495000,2,16,2007,53.208025,50.203724
"Россия, Самара, улица Георгия Димитрова, 102, подъезд 1",31.2,8/9,1950000,1,9,1980,53.257952,50.225167
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Николаевский проспект, 35",37.2,7/9,2500000,1,9,2017,53.111174,50.142414
"Россия, Самара, Крейсерная улица, 3",41.5,5/16,2350000,1,16,2006,53.182519,50.207299
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Николаевский проспект, 46",36.0,4/9,1700000,1,10,2015,53.112692,50.143357
"Россия, Самара, Ново-Садовая улица, 224Б",130.0,4/14,7600000,4,14,1999,53.247538,50.202673
"Россия, Самара, Чапаевская улица, 180",92.8,3/4,7430000,4,4,1941,53.194896,50.098792
"Россия, Самара, улица Гая, 27Б",70.0,15/16,5500000,2,2,1958,53.210635,50.165025
"Россия, Самара, Чернореченская улица, 33",30.0,4/5,2150000,1,5,1973,53.194001,50.136557
"Россия, Самара, Пензенская улица, 59",32.0,4/9,2400000,1,9,1984,53.191762,50.144283
"Россия, Самара, Молодогвардейская улица, 103",55.2,2/9,4500000,2,9,1972,53.19154,50.099879
"Россия, Самарская область, Волжский район, село Рождествено, Ново-Садовая улица",39.0,2/16,3400000,1,17,1983,53.235095,50.054667
"Россия, Самара, Центральная улица, 1Б",57.0,2/16,4150000,2,3,1963,53.21984,50.191202
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, улица Лета, 4",32.6,3/5,1700000,1,5,2014,53.116892,50.161512
"Россия, Самара, Красноглинский район, посёлок Управленческий, Коптевская улица, 7",47.0,3/5,2150000,2,5,1972,53.34135,50.227529
"Россия, Самара, Чапаевская улица, 164",23.0,1/2,790000,1,1,1955,53.192571,50.097435
"Россия, Самара, улица Василия Татищева, 5",29.6,3/5,1150000,1,,,53.135728,50.079038
"Россия, Самара, Московское шоссе, 4",42.3,5/5,2250000,2,5,1961,53.204503,50.160542
"Россия, Самара, Товарная улица, 17В",67.6,4/10,3300000,3,10,1997,53.233112,50.29634
"Россия, Самара, проспект Карла Маркса, 55",133.0,15/16,9500000,3,17,2011,53.197184,50.151289
"Россия, Самара, проспект Кирова, 343",45.9,1/5,2500000,2,5,1969,53.248158,50.228877
"Россия, Самара, посёлок Соцгород, Калининградская улица, 6",32.1,1/5,1300000,1,5,1963,53.116195,50.070549
"Россия, Самара, улица Карбышева, 69",74.0,1/13,4900000,3,13,1,53.210037,50.205278
"Россия, Самара, Пензенская улица, 60",53.6,10/12,3250000,2,12,1984,53.193423,50.144274
"Россия, Самара, Куйбышевский район, улица Нефтяников, 22",37.5,2/4,1540000,1,4,1958,53.115244,50.083404
"Россия, Самарская область, Волжский район, село Рождествено, Ново-Садовая улица, 13",54.4,3/14,4650000,2,14,1977,53.235429,50.053454
"Россия, Самара, улица Промышленности, 277А, подъезд 2",32.0,4/5,1970000,1,5,1976,53.195252,50.21913
"Россия, Самара, улица Стара Загора, 159, подъезд 4",60.4,6/9,3000000,3,9,1973,53.239579,50.228805
"Россия, Самарская область, Волжский район, посёлок Усинский, Юбилейная улица",49.2,13/16,2950000,1,16,2009,53.248492,50.077268
"Россия, Самара, Арцыбушевская улица, 26",112.0,9/9,7100000,3,9,1996,53.187003,50.110946
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Раздольная улица, 4",57.0,1/5,3150000,2,5,2014,53.118049,50.157452
"Россия, Самара, проспект Карла Маркса, 318",60.0,6/9,4150000,3,9,1981,53.233225,50.227952
"Россия, Самара, проспект Кирова, 210, подъезд 3",30.6,9/9,1850000,1,9,1973,53.24174,50.232776
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, улица Евгения Золотухина, 4",30.0,1/3,1390000,1,3,2012,53.316009,50.306348
"Россия, Самара, Демократическая улица, 30А",47.1,2/16,3500000,1,18,2014,53.268186,50.218241
"Россия, Самара, Солнечная улица, 16",53.0,22/28,4250000,2,25,2015,53.241455,50.187015
"Россия, Самара, улица Луначарского, 44",64.0,2/2,3000000,3,2,1953,53.20816,50.15411
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Николаевский проспект, 36",35.0,3/7,1900000,1,10,2016,53.114222,50.148145
"Россия, Самара, улица Мира, 77",36.4,2/3,1440000,1,3,2016,53.307331,50.316508
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, улица Евгения Золотухина, 4",30.1,3/3,1380000,1,3,2012,53.316009,50.306348
"Россия, Самара, улица Карбышева, 69А",109.8,11/16,6200000,3,16,2010,53.209427,50.206724
"Россия, Самара, Красноармейская улица, 70",137.0,4/12,9900000,3,12,2002,53.189771,50.117369
"Россия, Самара, Силовая улица, 4",56.1,7/9,3600000,2,9,1987,53.243373,50.203041
"Россия, Самара, улица Земеца, 9",25.0,1/2,1050000,1,2,1944,53.216675,50.289908
"Россия, Самара, 5-я просека, 97",80.0,8/18,4997000,2,,,53.242678,50.182955
"Россия, Самара, Кольцевая улица, 104",57.0,4/5,3150000,3,5,1963,53.226315,50.189585
"Россия, Самара, улица Тухачевского, 247",30.4,5/5,2050000,1,5,1965,53.198187,50.164081
"Россия, Самара, Юбилейная улица, 53",66.0,15/18,3680000,2,16,2009,53.228713,50.261351
"Россия, Самара, Краснодонская улица, 10",44.5,8/27,2536500,1,,,53.215769,50.261701
"Россия, Самара, Енисейская улица, 57А",60.0,12/14,3450000,2,14,2004,53.239488,50.275922
"Россия, Самара, улица Промышленности, 289",33.6,4/9,1850000,1,9,1975,53.197011,50.221619
"Россия, Самара, улица Мичурина, 150",50.0,11/21,3900000,1,22,2013,53.217888,50.169597
"Россия, Самара, Ново-Вокзальная улица, 144",57.0,1/9,3700000,3,9,1976,53.240458,50.212366
"Россия, Самара, Московское шоссе, 57",108.0,19/20,6700000,3,21,2009,53.223802,50.193699
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, улица Лета, 8, подъезд 2",33.0,3/5,1650000,1,5,2014,53.116838,50.160587
"Россия, Самара, улица Фадеева, 44",64.0,8/9,3590000,3,9,1978,53.235419,50.20765
"Россия, Самара, улица Советской Армии, 188",67.0,7/9,4150000,3,9,1985,53.22274,50.199475
"Россия, Самара, улица Георгия Димитрова, 53",33.0,5/5,1790000,1,5,1970,53.254866,50.234761
"Россия, Самара, Куйбышевский район, посёлок Совхоз Волгарь, Новокомсомольская улица, 40",113.4,1/10,3742200,3,10,2010,53.14941,50.089979
"Россия, Самарская область, Красноярский район, поселок городского типа Новосемейкино, улица Мира, 13",32.5,1/5,900000,1,5,1974,53.37244,50.368385
"Россия, Самара, Красноглинский район, посёлок Красная Глинка, 4-й квартал, 4",52.1,3/5,2200000,3,4,1960,53.39118,50.167441
"Россия, Самара, проспект Кирова, 383",56.0,2/9,3800000,2,9,1971,53.248788,50.226972
"Россия, Самара, улица Стара Загора, 142",50.3,4/10,2850000,1,10,2008,53.248012,50.238354
"Россия, Самара, улица Металлистов, 6",32.0,9/9,1300000,1,9,1974,53.220503,50.274233
"Россия, Самара, улица Карбышева, 71",75.0,7/16,4700000,2,18,2010,53.209282,50.207802
"Россия, Самара, Ленинградская улица, 70",78.5,3/4,6450000,2,,,53.186404,50.09642
"Россия, Самара, улица Дзержинского, 13Б",35.0,8/9,1600000,1,9,1978,53.19078,50.172822
"Россия, городской округ Самара, поселок Берёза, 3-й квартал",40.0,3/5,750000,2,5,1968,53.516778,50.141336
"Россия, Самара, улица Мориса Тореза, 101А",50.7,2/9,3400000,2,9,1995,53.196315,50.199116
"Россия, Самара, Дальневосточная улица, 6",62.0,4/9,2800000,3,9,1979,53.233128,50.282425
"Россия, Самара, Красноглинский район, посёлок Красная Глинка, 4-й квартал, 9",37.0,6/10,1500000,1,,,53.391454,50.168519
"Россия, Самара, Печерская улица, 29, подъезд 1",65.0,9/23,4750000,2,24,2014,53.203408,50.184554
"Россия, Самара, улица Стара Загора, 120",33.3,4/9,2200000,1,,1,53.244489,50.226892
"Россия, Самара, улица Василия Татищева, 8",47.0,4/5,2190000,2,,,53.137603,50.078113
"Россия, Самарская область, Волжский район, село Черноречье, улица Победы",27.0,8/9,1670000,1,9,1983,53.160766,50.374575
"Россия, Самара, улица Мечникова, 5",45.4,4/17,3200000,1,19,2016,53.186339,50.134868
"Россия, Самара, проспект Карла Маркса, 59А",59.0,15/16,4400000,2,14,,53.19816,50.15314
"Россия, Самара, улица Мяги, 29",31.0,5/5,1680000,1,5,1967,53.199088,50.172849
"Россия, Самарская область, Волжский район, село Рождествено, Гаражная улица, 15",70.0,5/9,4700000,3,9,1978,53.244553,50.060649
"Россия, Самара, проспект Карла Маркса, 322",32.0,4/5,1650000,1,5,1967,53.234998,50.231239
"Россия, Самара, Железнодорожный район, Уфимская улица, 1",41.0,1/3,1600000,2,2,1,53.172097,50.176406
"Россия, Самара, проспект Карла Маркса, 4А",37.1,13/24,2850000,1,25,2015,53.191335,50.1345
"Россия, Самара, улица Георгия Димитрова, 118",66.0,8/9,3900000,3,9,1983,53.263371,50.21993
"Россия, Самара, улица Агибалова, 48",50.1,8/16,4000000,1,16,2008,53.190413,50.119992
"Россия, Самара, Киевская улица, 13",116.0,13/17,7770000,4,17,2012,53.197291,50.153724
"Россия, Самара, улица Авроры, 157",45.0,2/5,2350000,2,5,1961,53.199875,50.190564
"Россия, Самара, Краснодонская улица, 10",70.3,14/27,3727400,2,,,53.215769,50.261701
"Россия, Самара, улица Земеца, 26А",18.0,2/5,1180000,1,5,1973,53.213871,50.296628
"Россия, Самара, Красноглинский район, посёлок Управленческий, улица Парижской Коммуны, 20",75.0,8/8,3400000,2,2,1938,53.347828,50.211773
"Россия, Самара, Воронежская улица, 139",22.0,4/9,1580000,1,9,1979,53.244408,50.21949
"Россия, Самара, улица Академика Платонова, 8",113.0,2/10,7000000,3,10,1,53.224115,50.174214
"Россия, Самара, посёлок Мехзавод, 15-й квартал, 5",64.0,1/5,2350000,3,5,1971,53.303107,50.272867
"Россия, Самара, Кленовая улица, 74",30.0,1/3,2800000,1,3,1999,53.239412,50.174134
"Россия, Самара, улица Стара Загора, 136",44.6,3/9,2700000,2,9,1978,53.247657,50.236019
"Россия, Самара, улица Георгия Димитрова, 74Ак1",67.0,13/16,3250000,2,5,1970,53.251622,50.230889
"Россия, Самара, Ташкентская улица, 246А",61.0,7/10,4950000,2,11,2011,53.268827,50.218142
"Россия, Самара, Солнечная улица, 36",91.0,11/19,7550000,3,20,2013,53.254715,50.20217
"Россия, Самара, Пугачёвская улица, 61",21.0,1/9,1350000,1,9,1978,53.232266,50.271008
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Николаевский проспект, 29",29.0,4/9,1550000,1,10,2017,53.112368,50.146133
"Россия, Самара, проспект Карла Маркса, 4Б",40.0,17/24,2635000,1,25,2017,53.192107,50.134069
"Россия, Самара, Смышляевское шоссе, 1",32.0,3/9,1229999,1,9,1995,53.232966,50.323299
"Россия, Самара, посёлок Мехзавод, 13-й квартал, 11",40.0,2/2,1600000,2,,,53.302354,50.274035
"Россия, Самара, Осетинская улица, 9",38.0,8/16,2050000,1,16,2016,53.151392,50.074214
"Россия, Самара, поселок 113-й километр, Липяговская улица, 8",40.3,3/9,1350000,1,9,1991,53.103681,50.031257
"Россия, Самара, Аэродромная улица, 59",45.0,3/5,2300000,2,5,1963,53.190283,50.194166
"Россия, Самара, Осетинская улица",40.0,6/16,2800000,1,,,53.147379,50.074942
"Россия, Самара, улица Маяковского, 14, подъезд 1",36.1,6/14,2990000,1,14,1975,53.203489,50.115824
"Россия, Самара, улица Стара Загора, 142",54.0,2/9,3530000,2,10,2008,53.248012,50.238354
"Россия, Самара, улица Дзержинского, 22",30.0,2/5,1800000,1,5,1962,53.191999,50.174349
"Россия, Самара, 5-я просека, 110Г",43.0,3/13,3299000,1,27,2015,53.243233,50.187294
"Россия, Самара, проспект Карла Маркса, 360А",40.2,8/16,3450000,2,,1,53.237515,50.23724
"Россия, Самара, улица Николая Панова, 52",41.0,5/16,3800000,1,18,2009,53.21002,50.16365
"Россия, Самарская область, Волжский район, СДТ Речник, Самарская улица",49.0,3/4,5800000,1,5,2014,53.140569,50.022606
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Луговая улица, 7",37.0,2/5,1900000,1,5,2014,53.118411,50.161009
"Россия, Самара, проспект Карла Маркса, 177А",46.0,2/17,3150000,1,10,2012,53.207432,50.175212
"Россия, Самара, Красноглинский район, посёлок Управленческий, Крайняя улица, 14",43.5,1/5,2350000,2,8,1974,53.34114,50.221205
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Николаевский проспект, 28",35.6,4/5,1850000,1,5,2016,53.115346,50.150607
"Россия, Самара, посёлок Сухая Самарка, Белорусская улица, 95",22.0,2/9,1260000,1,9,1988,53.143113,50.04978
"Россия, городской округ Самара, поселок Берёза, 7-й квартал, 53",45.0,3/5,1950000,2,5,1968,53.516982,50.145423
"Россия, Самара, Ново-Вокзальная улица, 155",122.8,5/14,7199000,3,14,2000,53.232869,50.225086
"Россия, Самара, Осетинская улица, 4",81.0,12/16,4200000,3,17,2014,53.154827,50.075966
"Россия, Самара, Владимирская улица, 37",44.6,8/9,2940000,2,9,1988,53.19024,50.142279
"Россия, Самара, Запорожская улица, 33",78.4,4/9,4200000,4,9,1984,53.208564,50.221277
"Россия, Самарская область, Волжский район, село Рождествено, Садовая улица",113.8,9/9,11300000,3,9,2002,53.239881,50.060515
"Россия, Самара, проспект Металлургов, 80",56.0,3/5,3000000,2,4,1955,53.234157,50.276209
"Россия, Самара, улица Гагарина, 153",51.0,4/4,2430000,2,5,1952,53.201186,50.217917
"Россия, Самарская область, Волжский район, село Черноречье, улица Победы",32.0,5/5,1990000,1,5,1964,53.160766,50.374575
"Россия, Самара, проспект Кирова, 42",43.0,3/3,1970000,1,3,1948,53.216739,50.26489
"Россия, Самара, посёлок Соцгород, Фасадная улица, 13",55.9,3/4,2250000,2,4,1958,53.115471,50.07858
"Россия, Самара, улица Мира, 10",57.5,2/3,2800000,2,3,2012,53.315574,50.305755
"Россия, Самара, улица Водников, 45",129.0,5/7,10500000,3,10,2003,53.183204,50.07928
"Россия, Самара, Печерская улица, 149",75.0,3/9,4680000,3,9,1990,53.204638,50.222499
"Россия, Самара, Галактионовская улица, 277, подъезд 2",87.4,2/9,6800000,3,12,1996,53.205016,50.121034
"Россия, Самара, Вольская улица, 60А",41.1,1/2,2000000,2,2,1972,53.217451,50.236683
"Россия, Самара, Ветлянская улица, 46",52.0,3/5,1800000,2,5,1983,53.189668,50.280862
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Николаевский проспект, 36",37.0,3/7,2400000,1,10,2016,53.114222,50.148145
"Россия, Самара, Революционная улица, 7",143.0,7/17,10000000,4,16,2008,53.216065,50.163093
"Россия, Самара, Гвардейская улица, 19",20.0,9/9,1290000,1,9,1974,53.237639,50.282138
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, бульвар Ивана Финютина, 39, подъезд 1",44.0,1/3,1990000,2,3,2011,53.320157,50.312465
"Россия, Самарская область, Волжский район, МСПП Рубежный, улица Матросова, 16",54.0,5/5,2800000,2,5,1987,53.133616,50.248712
"Россия, Самара, посёлок Мехзавод, 12-й квартал, 5",33.0,4/5,1380000,1,,,53.302193,50.276434
"Россия, Самара, улица Советской Армии, 99А",82.0,5/5,4750000,3,12,1994,53.206817,50.214504
"Россия, Самара, улица Алексея Толстого, 75",43.6,2/7,4650000,1,,,53.188006,50.084536
"Россия, Самара, посёлок Мехзавод, 16-й квартал, 11",56.0,9/9,2400000,2,,,53.29934,50.275275
"Россия, Самарская область, Волжский район, село Черноречье, Магистральная улица",42.0,1/5,1670000,2,5,1965,53.161932,50.382615
"Россия, Самара, Промышленный район, 7-я просека 2-й проезд, 112",47.0,11/19,3750000,1,20,2013,53.261147,50.184913
"Россия, Самара, Воронежская улица, 218",47.0,6/6,2780000,2,6,1966,53.241562,50.220954
"Россия, Самара, Самарская улица, 161",117.0,3/10,8500000,3,10,2008,53.195403,50.107479
"Россия, Самара, 5-я просека, 121",35.0,4/10,2750000,1,11,2015,53.242258,50.182191
"Россия, Самара, улица Зои Космодемьянской, 3",64.0,2/9,3150000,3,9,1980,53.259364,50.232623
"Россия, Самара, Средне-Садовая улица, 29",43.3,5/5,2300000,2,5,1967,53.211822,50.235524
"Россия, городской округ Самара, поселок Берёза, 5-й квартал, 2",51.7,1/1,900000,2,4,1954,53.519562,50.141749
"Россия, Самара, 5-я просека, 99",50.0,20/22,3699000,1,23,2008,53.242888,50.184761
"Россия, Самара, улица 22 Партсъезда, 173А",67.5,1/9,3400000,2,,1,53.228185,50.209689
"Россия, городской округ Самара, поселок Берёза, 4-й квартал, 11",65.0,1/9,2850000,3,9,1987,53.515836,50.136297
"Россия, Самара, Ставропольская улица, 204",107.0,2/10,5800000,3,10,2007,53.232454,50.252682
"Россия, Самара, Артёмовская улица, 15",84.0,1/3,3370000,3,3,1955,53.201315,50.183099
"Россия, Самара, Волжский проспект, 43",36.5,4/5,3350000,1,4,1960,53.209562,50.11992
"Россия, Самара, улица Максима Горького, 77",72.0,3/4,2750000,3,2,1917,53.185805,50.078382
"Россия, Самара, Ленинская улица, 20",60.0,2/5,4650000,2,5,1996,53.18145,50.102277
"Россия, Самара, Больничная улица, 39",140.0,3/10,8900000,3,10,1995,53.20309,50.136467
"Россия, Самара, проспект Кирова, 435",94.0,8/10,5700000,3,10,2011,53.261911,50.211665
"Россия, Самарская область, Волжский район, село Рождествено, Ново-Садовая улица",55.0,8/16,4300000,2,17,1983,53.235095,50.054667
"Россия, Самара, улица Георгия Ратнера, 2, подъезд 1",21.4,1/9,1500000,1,9,1982,53.207221,50.225733
"Россия, Самара, Московское шоссе, 252В",37.3,5/9,2250000,1,5,1988,53.245512,50.210623
"Россия, Самара, проспект Ленина, 5",37.0,2/9,2960000,1,9,1984,53.210382,50.14218
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, бульвар Ивана Финютина, 6",27.0,1/5,1250000,1,3,2010,53.3195,50.305413
"Россия, Самара, 7-я просека, 100",36.3,10/19,2400000,1,21,2014,53.25556,50.198424
"Россия, Самара, улица Скляренко, 5",44.3,1/5,2600000,2,5,1968,53.212388,50.152843
"Россия, Самара, Куйбышевский район, посёлок Совхоз Волгарь, Новокомсомольская улица, 40",48.0,3/10,2500000,1,10,2010,53.14941,50.089979
"Россия, Самара, посёлок Сухая Самарка, Флотская улица, 11",43.1,4/5,2000000,2,5,1968,53.144549,50.04386
"Россия, Самара, 5-я просека, 104Б",56.7,14/15,3950000,2,16,2013,53.245361,50.185147
"Россия, Самара, посёлок Сухая Самарка, Белорусская улица, 129",49.3,3/9,2060000,1,9,2004,53.14187,50.041955
"Россия, Самара, Московское шоссе, 185",61.0,4/9,3650000,3,9,1974,53.248492,50.221726
"Россия, Самара, Ташкентская улица, 192",43.0,9/14,3200000,1,14,1991,53.258749,50.23892
"Россия, Самара, улица Советской Армии, 237",46.0,4/5,3000000,2,5,1966,53.23357,50.187761
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Луговая улица, 9",41.0,5/5,2630000,1,5,2015,53.118513,50.160326
"Россия, Самара, проспект Карла Маркса, 4А",42.0,13/24,2820000,1,25,2015,53.191335,50.1345
"Россия, Самара, улица Виталия Талабаева, 4",76.3,13/16,3128300,3,,,53.146947,50.078113
"Россия, Самара, Революционная улица, 77",52.0,1/9,3000000,2,11,1,53.213693,50.167109
"Россия, Самара, улица Промышленности, 116",64.0,4/8,2050000,1,,,53.180247,50.192998
"Россия, Самара, улица Братьев Коростелёвых, 142",160.0,2/9,10200000,4,,1,53.19385,50.113389
"Россия, Самара, проспект Карла Маркса, 4А",39.0,15/24,2517000,1,25,2015,53.191335,50.1345
"Россия, Самара, улица Алексея Толстого",76.0,5/9,8650000,2,12,2008,53.185557,50.082703
"Россия, Самара, Аэродромная улица, 39",31.0,1/5,1870000,1,5,1963,53.190758,50.182793
"Россия, Самара, Юбилейная улица, 53",43.5,8/16,2900000,1,16,2009,53.228713,50.261351
"Россия, Самара, улица Виталия Талабаева, 2",76.5,16/16,2900000,3,,,53.146748,50.077151
"Россия, Самара, улица Мира, 85",36.4,2/3,1405000,1,3,2016,53.308547,50.316238
"Россия, Самара, проспект Карла Маркса, 354, подъезд 2",32.0,1/5,1549000,1,5,1968,53.237068,50.236135
"Россия, Самара, проспект Карла Маркса, 29",125.0,2/14,8777777,3,14,2001,53.193121,50.141426
"Россия, Самарская область, Красноярский район, посёлок городского типа Волжский, микрорайон Жилгородок, 45",41.1,7/10,1485000,1,10,2015,53.435576,50.122076
"Россия, Самарская область, Волжский район, село Рождествено, Гаражная улица, 15",63.0,5/9,4699000,3,9,1972,53.244553,50.060649
"Россия, Самара, улица Гагарина, 90",44.0,1/5,3300000,2,5,1961,53.201337,50.201712
"Россия, Самара, улица 22 Партсъезда, 8А",50.0,1/5,2297000,2,5,1983,53.193256,50.250023
"Россия, Самара, улица Мориса Тореза, 147",32.0,4/5,1750000,1,5,1964,53.195878,50.208728
"Россия, Самара, проспект Карла Маркса, 63",124.0,8/10,7800000,3,10,2000,53.199433,50.155808
"Россия, Самара, Комсомольская улица, 45",35.0,2/3,999000,2,2,1894,53.180522,50.085811
"Россия, Самара, Владимирская улица, 50, подъезд 3",65.0,9/9,3900000,3,9,1984,53.190521,50.144525
"Россия, Самара, проспект Карла Маркса, 514",62.0,5/9,2800000,3,9,1975,53.250577,50.266274
"Россия, Самара, проспект Кирова, 371",62.3,9/9,3000000,3,9,1971,53.246956,50.229317
"Россия, Самара, улица Мориса Тореза, 65, подъезд 1",30.2,1/5,2500000,1,5,1962,53.196509,50.18238
"Россия, Самара, Чернореченская улица, 47",45.2,3/9,3200000,2,9,1979,53.19645,50.139953
"Россия, Самара, Солнечная улица, 47",28.0,9/9,1750000,1,9,1991,53.258173,50.206976
"Россия, Самара, Перекопская улица, 9",42.8,4/5,2850000,2,5,1965,53.195608,50.211584
"Россия, Самара, улица Георгия Димитрова, 74Ак1",67.4,4/16,2900000,1,5,1970,53.251622,50.230889
"Россия, Самара, Революционная улица, 148А",63.0,9/16,3500000,2,9,1971,53.194168,50.181787
"Россия, Самара, Волжский проспект, 37",77.6,5/5,7500000,3,,,53.207755,50.115042
"Россия, Самара, Магистральная улица, 123",40.0,1/2,1500000,2,2,1956,53.243863,50.309474
"Россия, Самара, 5-я просека, 110Г",47.0,6/13,3300000,1,27,2015,53.243233,50.187294
"Россия, Самара, Физкультурная улица, 21",46.0,4/5,2500000,2,5,1961,53.208645,50.24493
"Россия, Самара, улица Георгия Димитрова, 13",78.0,2/5,4000000,4,5,1971,53.252285,50.240771
"Россия, Самара, Гвардейская улица, 24",43.0,5/5,2150000,2,5,1964,53.237725,50.281383
"Россия, Самара, Черемшанская улица, 150",47.0,4/5,2600000,2,5,1965,53.234632,50.244939
"Россия, Самара, улица Железной Дивизии, 5",32.7,4/9,1700000,1,9,1975,53.209745,50.278293
"Россия, Самара, посёлок Мехзавод, 1-й квартал, 39",60.0,9/10,3100000,2,12,2017,53.308235,50.286369
"Россия, Самара, Октябрьский район, 3-й проезд, 50",36.0,8/19,2399000,1,,,53.204255,50.180539
"Россия, Самара, Революционная улица, 155",50.0,9/16,3000000,1,,,53.193947,50.177898
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Земская улица, 7",52.4,5/9,3050000,2,10,2015,53.11479,50.147004
"Россия, Самарская область, Волжский район, посёлок Усинский, Больничная улица",20.2,3/9,1800000,1,9,1982,53.247118,50.076684
"Россия, Самара, Минская улица, 25",120.0,10/11,6000000,3,10,2003,53.232244,50.250508
"Россия, Самара, Молодёжная улица, 18, подъезд 1",43.0,6/27,3150000,1,27,2016,53.259956,50.222634
"Россия, Самара, улица Шверника, 19А",150.0,11/17,10000000,5,9,1988,53.244559,50.192926
"Россия, Самара, Владимирская улица, 45",30.0,5/9,2000000,1,9,1989,53.187866,50.143878
"Россия, Самара, Кировский район, Ташкентский переулок, 43",37.5,8/10,2850000,1,10,2005,53.236761,50.262627
"Россия, Самара, Печерская улица, 27",130.0,18/22,8100000,3,,,53.203042,50.182227
"Россия, Самара, Пионерская улица, 100",51.5,16/16,3150000,1,,1,53.181466,50.093995
"Россия, Самара, Красноглинский район, посёлок Управленческий, улица Парижской Коммуны, 28",53.5,9/9,2750000,2,9,1985,53.350687,50.211701
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, бульвар Ивана Финютина, 54А",57.0,3/3,2650000,2,3,2013,53.325836,50.316202
"Россия, Самара, Аэродромная улица, 91",36.0,8/9,2050000,1,9,1966,53.191546,50.201523
"Россия, Самара, проспект Карла Маркса, 476",50.0,10/11,2530000,2,10,1993,53.248066,50.25712
"Россия, Самара, улица Воеводина, 18",34.0,2/5,1650000,1,5,1975,53.233942,50.297176
"Россия, Самарская область, Волжский район, село Рождествено, Садовая улица",175.5,8/9,16500000,3,9,2003,53.239881,50.060515
"Россия, Самара, улица Георгия Димитрова, 76, подъезд 4",60.0,6/9,3050000,3,9,1971,53.253352,50.230269
"Россия, Самара, Солнечная улица, 39, подъезд 1",55.0,3/9,3400000,2,10,1989,53.252888,50.202628
"Россия, Самара, Революционная улица, 148А",42.3,6/16,2270000,1,9,1971,53.194168,50.181787
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, улица Евгения Золотухина, 25",54.4,2/3,2900000,2,3,2012,53.316386,50.311351
"Россия, Самара, Краснодонская улица, 67",58.0,6/10,3100000,2,10,1993,53.22943,50.246699
"Россия, Самара, Балаковская улица, 12А",30.0,3/5,1470000,1,5,1984,53.185864,50.199601
"Россия, Самара, Дачная улица, 29",36.0,12/12,2350000,1,,,53.197604,50.14413
"Россия, Самара, улица Лейтенанта Шмидта, 10",74.7,11/17,5000000,3,1,1926,53.225145,50.152143
"Россия, Самара, Демократическая улица, 188",35.0,3/3,1800000,1,3,2013,53.290153,50.222274
"Россия, Самара, Радонежская улица, 1",42.0,10/15,2700000,1,10,2005,53.205129,50.141174
