adress,area,floor,price,rooms,floors_total,year,latitude,longitude,district
"Россия, Самара, посёлок Мехзавод, 1-й квартал, 50", 38.08, 6/10, 1618400, 1, 10,,53.306503,50.286809, Красноглинский
"Россия, Самара, Октябрьский район, 4-й проезд", 40.7, 21/25, 2238500, 1, 25,,53.204643,50.185677, Октябрьский
"Россия, Самара, улица Победы, 2", 35.19, 4/5, 1760000, 1, 5,,53.202351,50.224861, Советский
"Россия, Самара, улица Александра Матросова, 14", 35.0, 4/5, 1800000, 1, 5,,53.211859,50.241534, Промышленный
"Россия, Самара, проспект Кирова, 240", 32.0, 5/5, 1800000, 1, 5,,53.245566,50.225302, Промышленный
"Россия, Самара, улица Советской Армии, 170", 36.04, 6/10, 1621800, 1, 10,,53.218168,50.200921, Советский
"Россия, Самара, Революционная улица, 79", 38.0, 2/6, 2500000, 1, 6,,53.212744,50.168627, Октябрьский
"Россия, Самара, Вятская улица, 14/6", 38.0, 2/5, 2260000, 1, 5,,53.198807,50.248325, Промышленный
"Россия, Самара, Демократическая улица, 16", 40.0, 8/9, 2350000, 1, 9,,53.264351,50.214109, Промышленный
"Россия, Самара, улица Советской Армии, 119", 46.68, 14/16, 1890540, 1, 16,,53.209832,50.215654, Советский
"Россия, Самара, проспект Ленина, 9", 35.0, 1/12, 2530000, 1, 12,,53.211255,50.144408, Октябрьский
"Россия, Самара, Ново-Садовая улица, 25", 32.1, 5/9, 3250000, 1, 9,,53.210549,50.137231, Октябрьский
"Россия, Самара, улица Волгина", 40.5, 2/10, 2500000, 1, 10,,53.184688,50.185533, Железнодорожный
"Россия, Самара, проспект Кирова, 331", 48.0, 2/9, 2810000, 1, 9,,53.249882,50.229533, Промышленный
"Россия, Самара, улица Мичурина, 138", 58.0, 6/24, 3200000, 1, 24,,53.217014,50.167594, Октябрьский
"Россия, Самара, проспект Кирова, 222", 32.0, 5/5, 1820000, 1, 5,,53.241891,50.231024, Промышленный
"Россия, Самара, улица Советской Армии, 170", 33.0, 8/10, 1434910, 1, 10,,53.218168,50.200921, Советский
"Россия, Самара, улица Советской Армии, 203", 44.0, 9/16, 2850000, 1, 16,,53.229765,50.193771, Октябрьский
"Россия, Самара, улица Тухачевского, 80", 47.0, 2/16, 2360000, 1, 16,,53.195295,50.152053, Железнодорожный
"Россия, Самара, Октябрьский район, 3-й проезд, 50", 31.4, 16/19, 2550000, 1, 19,,53.204255,50.180539, Октябрьский
"Россия, Самара, улица Губанова, 20А", 44.0, 2/12, 2700000, 1, 12,,53.2511,50.210354, Промышленный
"Россия, Самара, Больничная улица, 31", 33.0, 2/9, 2200000, 1, 9,,53.201321,50.1322, Октябрьский
"Россия, Самара, бульвар Засамарская Слобода", 42.0, 12/16, 1694200, 1, 16,,53.148595,50.077313, Куйбышевский
"Россия, Самара, Пятигорская улица, 10", 30.0, 7/9, 2250000, 1, 9,,53.187688,50.140141, Железнодорожный
"Россия, Самара, улица Советской Армии, 240Б", 34.0, 2/11, 2600000, 1, 11,,53.238706,50.179245, Октябрьский
"Россия, Самара, улица Строителей, 33", 45.14, 8/16, 2121580, 1, 16,,53.236491,50.276101, Кировский
"Россия, Самара, улица Калинина, 14", 39.9, 10/10, 2700000, 1, 10,,53.218211,50.249188, Промышленный
"Россия, Самара, Гаражная улица, 7", 39.7, 5/24, 2188800, 1, 24,,53.207977,50.179371, Октябрьский
"Россия, Самара, улица Тухачевского, 40А", 47.0, 24/25, 2790000, 1, 25,,53.189706,50.148199, Железнодорожный
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, улица Евгения Золотухина, 18", 38.0, 2/3, 1850000, 1, 3,,53.317155,50.308962, Красноглинский
"Россия, Самара, Октябрьский район, 3-й проезд, 50", 31.0, 10/19, 2250000, 1, 19,,53.204255,50.180539, Октябрьский
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Николаевский проспект, 60", 31.0, 8/10, 1750000, 1, 10,,53.109595,50.13874, Волжский район
"Россия, Самара, площадь Куйбышева", 31.0, 15/24, 1750000, 1, 24,,53.195538,50.101783, Кировский
"Россия, Самара, Ново-Вокзальная улица, 165", 39.0, 9/10, 2570000, 1, 10,,53.233969,50.224089, Промышленный
"Россия, Самара, Ташкентская улица, 246А", 50.0, 6/10, 3300000, 1, 10,,53.268827,50.218142, Промышленный
"Россия, Самара, улица Георгия Димитрова, 14", 56.14, 2/22, 2700000, 1, 22,,53.249764,50.239711, Кировский
"Россия, Самара, улица Гая, 32", 44.0, 2/16, 2514250, 1, 16,,53.211315,50.16348, Октябрьский
"Россия, Самара, проспект Кирова", 40.0, 20/27, 2520000, 1, 27,,53.223959,50.256815, Промышленный
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Николаевский проспект, 54", 33.0, 9/9, 1800000, 1, 9,,53.110584,50.140285, Волжский район
"Россия, Самара, улица Тухачевского, 40А", 50.85, 8/25, 2350000, 1, 25,,53.189706,50.148199, Железнодорожный
"Россия, Самара, Майская улица, 3/185", 41.44, 3/16, 2500000, 1, 16,,53.235074,50.255997, Кировский
"Россия, Самара, 5-я просека, 125", 42.0, 8/14, 2450000, 1, 14,,53.243341,50.180053, Октябрьский
"Россия, Самара, улица Стара Загора, 150", 30.0, 1/5, 1640000, 1, 5,,53.247129,50.234132, Кировский
"Россия, Самара, проспект Кирова, 204", 32.0, 1/5, 1800000, 1, 5,,53.240533,50.23274, Промышленный
"Россия, Самара, 6-я просека, 157", 42.1, 4/14, 2700000, 1, 14,,53.245114,50.190725, Промышленный
"Россия, Самара, Отважная улица, 35", 48.0, 4/12, 2760000, 1, 12,,53.20878,50.206715, Советский
"Россия, Самара, проспект Кирова", 40.0, 20/27, 2403070, 1, 27,,53.223959,50.256815, Промышленный
"Россия, Самара, Заводское шоссе, 59", 39.2, 4/4, 1528800, 1, 4,,53.208268,50.282506, Промышленный
"Россия, Самара, улица Крутые Ключи, 18", 34.0, 2/3, 1550000, 1, 3,,53.32028,50.306779, Красноглинский
"Россия, Самарская область, Тольятти, улица Карла Маркса, 2", 33.99, 8/16, 1765000, 1, 16,,53.523636,49.397854, Промышленный
"Россия, Самара, улица Тухачевского, 40А", 51.0, 22/25, 2190000, 1, 25,,53.189706,50.148199, Железнодорожный
"Россия, Самара, Печерская улица, 18", 43.0, 16/19, 2384800, 1, 19,,53.203748,50.176918, Октябрьский
"Россия, Самара, Центральная улица, 1", 38.0, 15/16, 2850000, 1, 16,,53.219414,50.190366, Октябрьский
"Россия, Самара, улица Крутые Ключи, 36", 34.0, 3/3, 1550000, 1, 3,,53.324922,50.311738, Красноглинский
"Россия, Самара, Московское шоссе, 316", 34.0, 9/12, 2300000, 1, 12,,53.26022,50.235857, Кировский
"Россия, Самара, проспект Карла Маркса, 504", 36.0, 2/5, 1590000, 1, 5,,53.249209,50.260731, Кировский
"Россия, Самара, Воронежская улица, 141", 31.0, 4/9, 2100000, 1, 9,,53.24485,50.218852, Промышленный
"Россия, Самара, улица Советской Армии", 36.0, 2/25, 1622250, 1, 25,,53.223209,50.200598, Советский
"Россия, Самара, Аэродромная улица, 102", 35.91, 10/16, 1544130, 1, 16,,53.194767,50.208162, Советский
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, улица Евгения Золотухина, 26", 29.9, 1/3, 1500000, 1, 3,,53.317801,50.310417, Красноглинский
"Россия, Самара, улица 22 Партсъезда, 39", 35.0, 8/9, 1800000, 1, 9,,53.214539,50.226227, Промышленный
"Россия, Самара, улица Зои Космодемьянской, 21", 43.5, 11/16, 3000000, 1, 16,,53.261313,50.225823, Промышленный
"Россия, Самара, улица Советской Армии, 119", 46.41, 2/16, 1856400, 1, 16,,53.209832,50.215654, Советский
"Россия, Самара, 3-я просека, 94Л", 40.6, 1/4, 2313600, 1, 4,,53.23834,50.17629, Октябрьский
"Россия, Самара, Ново-Садовая улица, 353В", 46.0, 11/16, 3200000, 1, 16,,53.252764,50.212069, Промышленный
"Россия, Самара, Силовая улица, 6", 50.3, 16/18, 3250000, 1, 18,,53.244203,50.204101, Промышленный
"Россия, Самара, Октябрьский район, 3-й проезд, 50", 33.0, 12/19, 2650000, 1, 19,,53.204255,50.180539, Октябрьский
"Россия, Самара, Владимирская улица, 22", 30.0, 3/9, 2550000, 1, 9,,53.199595,50.133287, Ленинский
"Россия, Самара, улица Водников, 46", 37.0, 5/5, 2700000, 1, 5,,53.183312,50.078355, Самарский
"Россия, Самара, Московское шоссе, 123", 22.0, 4/9, 1780000, 1, 9,,53.237655,50.208665, Промышленный
"Россия, Самара, Ново-Вокзальный тупик, 12", 44.0, 7/10, 2900000, 1, 10,,53.218551,50.245819, Промышленный
