adress,area,floor,price,rooms,floors_total,year,latitude,longitude
"Самара, Отважная улица, 29, Советский, Самара, Самарская область",46.0,11/12,2950000,1,13.0,2011.0,53.207874,50.206787
"микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 36, Красноглинский, Самара, Самарская область",38.0,1/3,1550000,1,3,2013,53.323873,50.312717
"микрорайон Крутые Ключи, Красноглинский район, Самара, улица Виталия Жалнина, 20, Красноглинский, Самара, Самарская область",46.0,3/3,2500000,2,3.0,2013.0,53.314713,50.311513
"Россия, Самарская область, Самара, 7-я просека, 104, Промышленный, Самара, Самарская область",78.6,3/19,5690000,3,1,2014,53.256061,50.199484
"Россия, Самарская область, Самара, Севастопольская ул, 11, Кировский, Самара, Самарская область",43.5,5/5,2500000,2,5.0,1963.0,53.220384,50.26843
"Ленинская ул, 119, Ленинский, Самара, Самарская область",150.0,7/9,14000000,4,9.0,2007.0,53.192226,50.110829
"Самара, Ташкентская улица, 210, Промышленный, Самара, Самарская область",68.0,7/9,3450000,3,9,1980,53.26315,50.234258
"ул Алма-Атинская,80, Кировский, Самара, Самарская область",74.0,3/5,3100000,4,5,1974,53.247797,50.267657
"Самара, Молодогвардейская улица, 139, Ленинский, Самара, Самарская область",152.1,10/25,21000000,5,,,53.200129,50.10702
"г. Самара, пр. Кирова 415а, Промышленный, Самара, Самарская область",55.0,4/14,3600000,2,18.0,2016.0,53.258319,50.218654
"Самарская область, Самара, посёлок Соцгород, улица Игоря Егорова, д.28, Куйбышевский, Самара, Самарская область",74.0,3/10,3050000,3,10,1995,53.112649,50.085191
"Самара, поселок Прибрежный, Звёздная улица, 5, Красноглинский, Самара, Самарская область",56.0,1/5,2100000,3,5.0,1964.0,53.485628,49.848449
"Самара, улица Ерошевского, 76, Октябрьский, Самара, Самарская область",52.6,5/5,3000000,2,5.0,1977.0,53.212091,50.166363
"посёлок Сухая Самарка, Самара, Белорусская улица, 107А, Куйбышевский, Самара, Самарская область",43.0,1/5,2200000,2,5.0,1977.0,53.142805,50.04412
"Самара, Солнечная улица, 8, Октябрьский, Самара, Самарская область",72.0,24/25,4250000,2,25,2015,53.240964,50.186476
"жилой район Южный Город - 1, Волжский район, Самарская область, Николаевский проспект, 7, Самара, Самарская область",68.0,4/5,4000000,3,5,2014,53.11753,50.161171
"Россия, Самарская область, Самара, Елизарова, 26, Кировский, Самара, Самарская область",72.5,1/5,2590000,2,,,53.228465,50.279847
"Самарская область,Самара,Самарский район,Алексея Толстого улица,2, Самарский, Самара, Самарская область",79.8,5/5,3000000,2,5,1,53.177667,50.077017
"Самара, улица Мичурина, 148, Октябрьский, Самара, Самарская область",53.0,20/22,4000000,1,22.0,2013.0,53.217613,50.168977
"жилой район Южный Город - 1, Волжский район, Самарская область, Николаевский проспект, 36, подъезд 2, Самара, Самарская область",28.0,6/7,1850000,1,10.0,2016.0,53.114319,50.148217
"Крутые Ключи мкр, 38, Красноглинский, Самара, Самарская область",49.6,2/3,1900000,2,3.0,2011.0,53.326283,50.313148
"Самара, Молодогвардейская улица, 69, Самарский, Самара, Самарская область",31.9,3/3,2100000,1,3.0,1888.0,53.18901,50.098028
"Самара, посёлок Сухая Самарка, Флотская улица, 7, Куйбышевский, Самара, Самарская область",60.0,1/5,1899000,3,5,1965,53.14509,50.041048
"Самара, Красноглинский район, микрорайон Крутые Ключи, бульвар Ивана Финютина, 23, Красноглинский, Самара, Самарская область",45.0,2/3,2200000,2,3.0,2011.0,53.319172,50.309025
"Самарская область,Самара,Красноглинский район,Коптевская улица,7, Красноглинский, Самара, Самарская область",47.0,4/5,2200000,2,5.0,1972.0,53.34135,50.227529
"переулок Штамповщиков, 3, Промышленный, Самара, Самарская область",71.0,4/4,3200000,3,4.0,1967.0,53.215575,50.251622
"Самара, Ленинградская улица, 63, Самарский, Самара, Самарская область",57.1,3/3,4800000,2,3,1917,53.186005,50.096456
"Самара, Ново-Садовая улица, 32, Октябрьский, Самара, Самарская область",54.0,1/12,3500003,3,12.0,1972.0,53.235095,50.054667
"Самарская область,Самара,Октябрьский район,Потапова улица,78В, Октябрьский, Самара, Самарская область",48.0,5/18,2750000,1,19,2016,53.222579,50.189683
